대상연도,할당여부,업체명,업종명,온실가스 배출량,에너지 사용량,대상연도,최종분류
2016,,(주)두산,반도체.디스플레이.전기전자,81610 ,1633 ,2016,산업
2015,,(주)두산,반도체.디스플레이.전기전자,77482 ,1552 ,2015,산업
2014,,(주)두산,반도체.디스플레이.전기전자,78860 ,1582 ,2014,산업
2013,,(주)두산,반도체.디스플레이.전기전자,84917 ,1708 ,2013,산업
2012,,(주)두산,반도체.디스플레이.전기전자,86839 ,1749 ,2012,산업
2017,목표,(주)디스플레이테크,반도체.디스플레이.전기전자,28669 ,586 ,2017,산업
2016,,(주)디스플레이테크,반도체.디스플레이.전기전자,27624 ,561 ,2016,산업
2016,,(주)디씨알이,석유화학,59241 ,636 ,2016,산업
2015,,(주)디씨알이,석유화학,86164 ,901 ,2015,산업
2014,,(주)디씨알이,석유화학,92140 ,964 ,2014,산업
2013,,(주)디씨알이,석유화학,100932 ,1019 ,2013,산업
2012,,(주)디씨알이,석유화학,106147 ,1073 ,2012,산업
2011,,(주)디씨알이,석유화학,102787 ,1058 ,2011,산업
2018,목표,(주)디알 액시온 원산공장,비철금속,17796 ,359 ,2018,산업
2017,목표,(주)디알 액시온 원산공장,비철금속,15033 ,304 ,2017,산업
2020,목표,(주)디알액시온 원산공장,비철금속,17658 ,356 ,2020,산업
2019,목표,(주)디알액시온 원산공장,비철금속,17288 ,349 ,2019,산업
2020,할당,(주)디에이피,산업,43031 ,879 ,2020,산업
2019,할당,(주)디에이피,반도체.디스플레이.전기전자,42799 ,874 ,2019,산업
2018,할당,(주)디에이피,반도체.디스플레이.전기전자,41534 ,849 ,2018,산업
2017,할당,(주)디에이피,반도체.디스플레이.전기전자,41709 ,852 ,2017,산업
2016,,(주)디에이피,반도체.디스플레이.전기전자,39537 ,809 ,2016,산업
2015,,(주)디에이피,반도체.디스플레이.전기전자,38400 ,785 ,2015,산업
2014,,(주)디에이피,반도체.디스플레이.전기전자,29566 ,604 ,2014,산업
2013,,(주)디에이피,반도체.디스플레이.전기전자,41187 ,842 ,2013,산업
2012,,(주)디에이피,반도체.디스플레이.전기전자,41123 ,841 ,2012,산업
2011,,(주)디에이피,반도체.디스플레이.전기전자,42712 ,825 ,2011,산업
2020,목표,(주)디케이씨,철강,18811 ,375 ,2020,산업
2019,목표,(주)디케이씨,철강,18493 ,369 ,2019,산업
2018,목표,(주)디케이씨,철강,17889 ,357 ,2018,산업
2020,목표,(주)로옴코리아,반도체.디스플레이.전기전자,15846 ,326 ,2020,산업
2019,목표,(주)로옴코리아,반도체.디스플레이.전기전자,16238 ,334 ,2019,산업
2018,목표,(주)로옴코리아,반도체.디스플레이.전기전자,18326 ,377 ,2018,산업
2017,목표,(주)로옴코리아,반도체.디스플레이.전기전자,18636 ,383 ,2017,산업
2016,,(주)로옴코리아,반도체.디스플레이.전기전자,17904 ,368 ,2016,산업
2015,,(주)로옴코리아,반도체.디스플레이.전기전자,17587 ,361 ,2015,산업
2014,,(주)로옴코리아,반도체.디스플레이.전기전자,17803 ,366 ,2014,산업
2017,할당,(주)린데코리아,석유화학,461403 ,9029 ,2017,산업
2016,,(주)린데코리아,석유화학,432356 ,8514 ,2016,산업
2015,,(주)린데코리아,석유화학,456427 ,9051 ,2015,산업
2014,,(주)린데코리아,석유화학,449606 ,8892 ,2014,산업
2013,,(주)린데코리아,석유화학,422988 ,7946 ,2013,산업
2012,,(주)린데코리아,석유화학,422861 ,8440 ,2012,산업
2011,,(주)린데코리아,석유화학,325872 ,6088 ,2011,산업
2020,할당,(주)만도,산업,78558 ,1620 ,2020,산업
2019,할당,(주)만도,자동차,103541 ,2131 ,2019,산업
2018,할당,(주)만도,자동차,110202 ,2256 ,2018,산업
2017,할당,(주)만도,자동차,112303 ,2294 ,2017,산업
2016,,(주)만도,자동차,117721 ,2411 ,2016,산업
2015,,(주)만도,자동차,123544 ,2528 ,2015,산업
2014,,(주)만도,자동차,135928 ,2781 ,2014,산업
2013,,(주)만도,자동차,146347 ,2995 ,2013,산업
2012,,(주)만도,자동차,151858 ,3101 ,2012,산업
2011,,(주)만도,자동차,149656 ,2881 ,2011,산업
2020,목표,(주)면사랑,음식료품,18249 ,413 ,2020,산업
2019,목표,(주)면사랑,음식료품,19499 ,435 ,2019,산업
2020,할당,(주)모나리자,산업,42046 ,734 ,2020,산업
2019,할당,(주)모나리자,제지,42110 ,753 ,2019,산업
2018,할당,(주)모나리자,제지,39533 ,729 ,2018,산업
2017,할당,(주)모나리자,제지,39428 ,761 ,2017,산업
2016,,(주)모나리자,제지,40453 ,790 ,2016,산업
2015,,(주)모나리자,제지,43251 ,855 ,2015,산업
2014,,(주)모나리자,제지,46197 ,891 ,2014,산업
2013,,(주)모나리자,제지,45128 ,955 ,2013,산업
2012,,(주)모나리자,제지,41274 ,932 ,2012,산업
2011,,(주)모나리자,제지,32551 ,643 ,2011,산업
2020,목표,(주)무주덕유산리조트,건물,18237 ,328 ,2020,건물
2019,목표,(주)무주덕유산리조트,건물,19969 ,353 ,2019,건물
2018,목표,(주)무주덕유산리조트,건물,20442 ,360 ,2018,건물
2017,할당,(주)무주덕유산리조트,건물,23687 ,417 ,2017,건물
2016,,(주)무주덕유산리조트,건물,21863 ,385 ,2016,건물
2015,,(주)무주덕유산리조트,건물,20157 ,356 ,2015,건물
2014,,(주)무주덕유산리조트,건물,21733 ,385 ,2014,건물
2013,,(주)무주덕유산리조트,건물,24871 ,439 ,2013,건물
2012,,(주)무주덕유산리조트,건물,24930 ,442 ,2012,건물
2011,,(주)무주덕유산리조트,건물,27636 ,465 ,2011,건물
2015,,(주)미래엔 세종사업장,제지,6815 ,138 ,2015,산업
2014,,(주)미래엔 세종사업장,제지,6896 ,139 ,2014,산업
2020,할당,(주)미래엔인천에너지,발전에너지,11331 ,224 ,2020,발전에너지
2019,할당,(주)미래엔인천에너지,집단에너지,17305 ,342 ,2019,발전에너지
2018,할당,(주)미래엔인천에너지,집단에너지,23431 ,463 ,2018,발전에너지
2017,할당,(주)미래엔인천에너지,집단에너지,6940 ,137 ,2017,발전에너지
2016,,(주)미래엔인천에너지,집단에너지,7728 ,153 ,2016,발전에너지
2015,,(주)미래엔인천에너지,집단에너지,7806 ,154 ,2015,발전에너지
2014,,(주)미래엔인천에너지,집단에너지,45382 ,897 ,2014,발전에너지
2013,,(주)미래엔인천에너지,발전에너지,46454 ,919 ,2013,발전에너지
2012,,(주)미래엔인천에너지,발전에너지,68751 ,1359 ,2012,발전에너지
2011,,(주)미래엔인천에너지,발전에너지,68143 ,1335 ,2011,발전에너지
2020,할당,(주)미래페이퍼,산업,62425 ,807 ,2020,산업
2019,할당,(주)미래페이퍼,제지,56968 ,719 ,2019,산업
2018,할당,(주)미래페이퍼,제지,60124 ,764 ,2018,산업
2017,할당,(주)미래페이퍼,제지,64878 ,738 ,2017,산업
2016,,(주)미래페이퍼,제지,70155 ,762 ,2016,산업
2015,,(주)미래페이퍼,제지,77315 ,787 ,2015,산업
2014,,(주)미래페이퍼,제지,85493 ,825 ,2014,산업
2013,,(주)미래페이퍼,제지,80181 ,1440 ,2013,산업
2012,,(주)미래페이퍼,제지,80947 ,1467 ,2012,산업
2011,,(주)미래페이퍼,제지,80398 ,1418 ,2011,산업
2013,,(주)미호실업,섬유,15699 ,233 ,2013,산업
2012,,(주)미호실업,섬유,21178 ,325 ,2012,산업
2020,할당,(주)방림,산업,19625 ,384 ,2020,산업
2019,할당,(주)방림,섬유,18387 ,343 ,2019,산업
2018,할당,(주)방림,섬유,21315 ,394 ,2018,산업
2017,할당,(주)방림,섬유,23545 ,422 ,2017,산업
2016,,(주)방림,섬유,26475 ,469 ,2016,산업
2015,,(주)방림,섬유,26875 ,467 ,2015,산업
2014,,(주)방림,섬유,28946 ,512 ,2014,산업
2013,,(주)방림,섬유,29358 ,503 ,2013,산업
2012,,(주)방림,섬유,29562 ,510 ,2012,산업
2011,,(주)방림,섬유,28374 ,472 ,2011,산업
2018,할당,(주)백광소재,시멘트,591629 ,2472 ,2018,산업
2017,할당,(주)백광소재,시멘트,537928 ,2308 ,2017,산업
2016,,(주)백광소재,시멘트,515544 ,2164 ,2016,산업
2015,,(주)백광소재,시멘트,571167 ,2286 ,2015,산업
2014,,(주)백광소재,시멘트,572713 ,2362 ,2014,산업
2013,,(주)백광소재,시멘트,602086 ,2567 ,2013,산업
2012,,(주)백광소재,시멘트,605470 ,2650 ,2012,산업
2011,,(주)백광소재,시멘트,652344 ,2864 ,2011,산업
2016,,(주)범한판토스,교통(화물),39575 ,602 ,2016,수송
2020,할당,(주)벽산,산업,85264 ,1557 ,2020,산업
2019,할당,(주)벽산,유리.요업,85374 ,1566 ,2019,산업
2018,할당,(주)벽산,유리.요업,76375 ,1398 ,2018,산업
2017,할당,(주)벽산,유리.요업,74991 ,1371 ,2017,산업
2016,,(주)벽산,유리.요업,72487 ,1309 ,2016,산업
2015,,(주)벽산,유리.요업,76833 ,1385 ,2015,산업
2014,,(주)벽산,유리.요업,79690 ,1454 ,2014,산업
2013,,(주)벽산,유리.요업,82998 ,1498 ,2013,산업
2012,,(주)벽산,유리.요업,79090 ,1426 ,2012,산업
2011,,(주)벽산,유리.요업,75259 ,1306 ,2011,산업
2020,목표,(주)부산도시가스,집단에너지,31252 ,616 ,2020,발전에너지
2020,목표,(주)부산롯데호텔,건물,10010 ,203 ,2020,건물
2019,목표,(주)부산롯데호텔,건물,13408 ,273 ,2019,건물
2018,목표,(주)부산롯데호텔,건물,14174 ,288 ,2018,건물
2017,목표,(주)부산롯데호텔,건물,15231 ,309 ,2017,건물
2016,,(주)부산롯데호텔,건물,17847 ,363 ,2016,건물
2015,,(주)부산롯데호텔,건물,17680 ,359 ,2015,건물
2014,,(주)부산롯데호텔,건물,17399 ,354 ,2014,건물
2013,,(주)부산롯데호텔,건물,18613 ,378 ,2013,건물
2012,,(주)부산롯데호텔,건물,20487 ,416 ,2012,건물
2011,,(주)부산롯데호텔,건물,21432 ,414 ,2011,건물
2020,목표,(주)브이샘 인천공장,시멘트,10641 ,214 ,2020,산업
2019,목표,(주)브이샘 인천공장,시멘트,12872 ,259 ,2019,산업
2018,목표,(주)브이샘 인천공장,시멘트,14646 ,294 ,2018,산업
2020,목표,(주)비에이치 제2공장,반도체.디스플레이.전기전자,16603 ,341 ,2020,산업
2019,목표,(주)비에이치 제2공장,반도체.디스플레이.전기전자,15845 ,325 ,2019,산업
2020,목표,(주)비엠금속,철강,16015 ,292 ,2020,산업
2019,목표,(주)비엠금속,철강,18293 ,335 ,2019,산업
2018,목표,(주)비엠금속,철강,19681 ,360 ,2018,산업
2017,목표,(주)비엠금속,철강,23053 ,420 ,2017,산업
2016,,(주)비엠금속,철강,23064 ,420 ,2016,산업
2015,,(주)비엠금속,철강,21659 ,396 ,2015,산업
2014,,(주)비엠금속,철강,20895 ,383 ,2014,산업
2020,목표,(주)빙그레,음식료품,59763 ,1187 ,2020,산업
2019,목표,(주)빙그레,음식료품,58209 ,1156 ,2019,산업
2018,목표,(주)빙그레,음식료품,56972 ,1129 ,2018,산업
2017,목표,(주)빙그레,음식료품,57264 ,1130 ,2017,산업
2016,,(주)빙그레,음식료품,58400 ,1141 ,2016,산업
2015,,(주)빙그레,음식료품,60557 ,1183 ,2015,산업
2014,,(주)빙그레,음식료품,60943 ,1188 ,2014,산업
2016,,(주)사파이어테크놀로지,반도체.디스플레이.전기전자,10489 ,215 ,2016,산업
2015,,(주)사파이어테크놀로지,반도체.디스플레이.전기전자,16237 ,334 ,2015,산업
2014,,(주)사파이어테크놀로지,반도체.디스플레이.전기전자,27687 ,569 ,2014,산업
2017,할당,(주)삼동,반도체.디스플레이.전기전자,44686 ,912 ,2017,산업
2020,할당,(주)삼동 문경공장,산업,40910 ,835 ,2020,산업
2019,할당,(주)삼동 문경공장,반도체.디스플레이.전기전자,41299 ,843 ,2019,산업
2018,할당,(주)삼동 문경공장,반도체.디스플레이.전기전자,40649 ,830 ,2018,산업
2016,,(주)삼동 문경공장,반도체.디스플레이.전기전자,26414 ,538 ,2016,산업
2015,,(주)삼동 문경공장,반도체.디스플레이.전기전자,26197 ,534 ,2015,산업
2014,,(주)삼동 문경공장,반도체.디스플레이.전기전자,27696 ,565 ,2014,산업
2016,,(주)삼동 음성공장,반도체.디스플레이.전기전자,17443 ,357 ,2016,산업
2015,,(주)삼동 음성공장,반도체.디스플레이.전기전자,17982 ,368 ,2015,산업
2014,,(주)삼동 음성공장,반도체.디스플레이.전기전자,18790 ,384 ,2014,산업
2016,,(주)삼보광업,광업,104496 ,245 ,2016,산업
2015,,(주)삼보광업,광업,60984 ,158 ,2015,산업
2014,,(주)삼보광업,광업,90410 ,238 ,2014,산업
2013,,(주)삼양제넥스,음식료품,188342 ,3245 ,2013,산업
2012,,(주)삼양제넥스,음식료품,210796 ,3470 ,2012,산업
2011,,(주)삼양제넥스,음식료품,219721 ,3300 ,2011,산업
2020,목표,(주)삼우에프앤지,교통(화물),19103 ,307 ,2020,수송
2019,목표,(주)삼우에프앤지,교통(화물),17323 ,272 ,2019,수송
2020,할당,(주)삼원강재,산업,26718 ,536 ,2020,산업
2019,할당,(주)삼원강재,자동차,27984 ,562 ,2019,산업
2018,할당,(주)삼원강재,자동차,30969 ,622 ,2018,산업
2017,할당,(주)삼원강재,자동차,30582 ,614 ,2017,산업
2016,,(주)삼원강재,자동차,28521 ,573 ,2016,산업
2015,,(주)삼원강재,자동차,29697 ,596 ,2015,산업
2014,,(주)삼원강재,자동차,31250 ,627 ,2014,산업
2013,,(주)삼원강재,자동차,31804 ,638 ,2013,산업
2012,,(주)삼원강재,자동차,33559 ,673 ,2012,산업
2011,,(주)삼원강재,자동차,42177 ,703 ,2011,산업
2020,할당,(주)삼천리,발전에너지,58268 ,948 ,2020,발전에너지
2019,할당,(주)삼천리,집단에너지,61345 ,975 ,2019,발전에너지
2018,할당,(주)삼천리,집단에너지,46054 ,693 ,2018,발전에너지
2017,할당,(주)삼천리,집단에너지,36978 ,679 ,2017,발전에너지
2016,,(주)삼천리,집단에너지,17819 ,337 ,2016,발전에너지
2015,,(주)삼천리,집단에너지,36166 ,697 ,2015,발전에너지
2014,,(주)삼천리,집단에너지,59281 ,1151 ,2014,발전에너지
2013,,(주)삼천리,발전에너지,61522 ,1195 ,2013,발전에너지
2012,,(주)삼천리,발전에너지,60960 ,1185 ,2012,발전에너지
2020,할당,(주)삼표산업,산업,124401 ,2083 ,2020,산업
2019,목표,(주)삼표산업,시멘트,133592 ,2256 ,2019,산업
2018,목표,(주)삼표산업,시멘트,141234 ,2365 ,2018,산업
2020,목표,(주)삼한씨원,유리.요업,12765 ,246 ,2020,산업
2019,목표,(주)삼한씨원,유리.요업,14393 ,274 ,2019,산업
2018,목표,(주)삼한씨원,유리.요업,14619 ,277 ,2018,산업
2017,목표,(주)삼한씨원,유리.요업,15652 ,300 ,2017,산업
2016,,(주)삼한씨원,유리.요업,16507 ,326 ,2016,산업
2015,,(주)삼한씨원,유리.요업,13959 ,275 ,2015,산업
2014,,(주)삼한씨원,유리.요업,20016 ,395 ,2014,산업
2013,,(주)삼한씨원,유리.요업,20810 ,410 ,2013,산업
2012,,(주)삼한씨원,유리.요업,22272 ,440 ,2012,산업
2020,할당,(주)삼현,산업,21761 ,384 ,2020,산업
2019,할당,(주)삼현,유리.요업,22073 ,406 ,2019,산업
2018,할당,(주)삼현,유리.요업,27509 ,501 ,2018,산업
2017,할당,(주)삼현,유리.요업,28647 ,520 ,2017,산업
2016,,(주)삼현,유리.요업,32020 ,581 ,2016,산업
2015,,(주)삼현,유리.요업,31079 ,564 ,2015,산업
2014,,(주)삼현,유리.요업,28977 ,511 ,2014,산업
2013,,(주)삼현,유리.요업,28474 ,509 ,2013,산업
2012,,(주)삼현,유리.요업,27012 ,497 ,2012,산업
2020,목표,(주)삼화고속,교통(여객),12121 ,172 ,2020,수송
2019,목표,(주)삼화고속,교통(여객),16753 ,238 ,2019,수송
2018,목표,(주)삼화고속,교통(여객),16572 ,235 ,2018,수송
2017,목표,(주)삼화고속,교통(여객),18044 ,263 ,2017,수송
2016,,(주)삼화고속,교통(여객),22816 ,341 ,2016,수송
2015,,(주)삼화고속,교통(여객),27751 ,424 ,2015,수송
2014,,(주)삼화고속,교통(여객),31277 ,481 ,2014,수송
2020,할당,(주)상공에너지,발전에너지,4506 ,1420 ,2020,발전에너지
2019,할당,(주)상공에너지,산업,5129 ,1179 ,2019,산업
2018,할당,(주)상공에너지,산업,91686 ,1392 ,2018,산업
2017,할당,(주)상공에너지,산업,128390 ,1463 ,2017,산업
2016,,(주)상공에너지,산업,129537 ,1458 ,2016,산업
2015,,(주)상공에너지,발전에너지,123589 ,1382 ,2015,발전에너지
2014,,(주)상공에너지,산업,117304 ,1315 ,2014,산업
2020,목표,(주)샤니 대구공장,음식료품,16324 ,329 ,2020,산업
2019,목표,(주)샤니 대구공장,음식료품,16786 ,338 ,2019,산업
2018,목표,(주)샤니 대구공장,음식료품,15792 ,318 ,2018,산업
2017,목표,(주)샤니 대구공장,음식료품,15532 ,313 ,2017,산업
2016,,(주)샤니 대구공장,음식료품,15408 ,310 ,2016,산업
2015,,(주)샤니 대구공장,음식료품,14761 ,297 ,2015,산업
2014,,(주)샤니 대구공장,음식료품,15428 ,311 ,2014,산업
2020,목표,(주)샤니 성남공장,음식료품,19175 ,387 ,2020,산업
2019,목표,(주)샤니 성남공장,음식료품,20177 ,407 ,2019,산업
2018,목표,(주)샤니 성남공장,음식료품,19485 ,393 ,2018,산업
2017,목표,(주)샤니 성남공장,음식료품,18592 ,375 ,2017,산업
2016,,(주)샤니 성남공장,음식료품,19408 ,392 ,2016,산업
2015,,(주)샤니 성남공장,음식료품,18279 ,369 ,2015,산업
2014,,(주)샤니 성남공장,음식료품,18474 ,373 ,2014,산업
2013,,(주)샤니 성남공장,음식료품,21268 ,429 ,2013,산업
2020,할당,(주)서광하이테크,폐기물,31024 ,143 ,2020,폐기물
2019,할당,(주)서광하이테크,폐기물,62495 ,180 ,2019,폐기물
2018,목표,(주)서광하이테크,지정외 폐기물처리업,58426 ,173 ,2018,폐기물
2017,목표,(주)서광하이테크,지정외 폐기물처리업,45376 ,169 ,2017,폐기물
2015,,(주)서광하이테크,폐기물,44751 ,94 ,2015,폐기물
2014,,(주)서광하이테크,폐기물,57092 ,82 ,2014,폐기물
2017,목표,(주)서브원 곤지암리조트,건물,19236 ,388 ,2017,건물
2016,,(주)서브원 곤지암리조트,건물,19228 ,387 ,2016,건물
2015,,(주)서브원 곤지암리조트,건물,18267 ,362 ,2015,건물
2014,,(주)서브원 곤지암리조트,건물,19240 ,376 ,2014,건물
2018,목표,(주)서울승합,교통(여객),13736 ,258 ,2018,수송
2020,목표,(주)서원,비철금속,14899 ,303 ,2020,산업
2019,목표,(주)서원,비철금속,16245 ,330 ,2019,산업
2018,목표,(주)서원,비철금속,16231 ,330 ,2018,산업
2017,목표,(주)서원,비철금속,17099 ,348 ,2017,산업
2016,,(주)서원,비철금속,18904 ,385 ,2016,산업
2015,,(주)서원,비철금속,17388 ,353 ,2015,산업
2014,,(주)서원,비철금속,18980 ,385 ,2014,산업
2016,,(주)서진캠,자동차,21942 ,451 ,2016,산업
2015,,(주)서진캠,자동차,21384 ,440 ,2015,산업
