대상연도,할당여부,업체명,업종명,온실가스 배출량,에너지 사용량,대상연도,최종분류
2012,,현대성우홀딩스 주식회사,자동차,497 ,9 ,2012,산업
2016,,현대시멘트 주식회사,시멘트,4207696 ,22256 ,2016,산업
2015,,현대시멘트 주식회사,시멘트,3902882 ,20603 ,2015,산업
2014,,현대시멘트 주식회사,시멘트,3663956 ,19391 ,2014,산업
2013,,현대시멘트 주식회사,시멘트,3703577 ,19213 ,2013,산업
2012,,현대시멘트 주식회사,시멘트,3751907 ,19600 ,2012,산업
2011,,현대시멘트 주식회사,시멘트,3519154 ,19525 ,2011,산업
2020,할당,현대아이에프씨 주식회사,산업,194420 ,3592 ,2020,산업
2019,할당,현대아이에프씨 주식회사,석유화학,197112 ,3625 ,2019,산업
2018,할당,현대에너지,산업,913948 ,10005 ,2018,산업
2017,할당,현대에너지,산업,965395 ,12237 ,2017,산업
2016,,현대에너지,산업,779352 ,8684 ,2016,산업
2015,,현대에너지,발전에너지,957620 ,10483 ,2015,발전에너지
2014,,현대에너지,산업,974710 ,10749 ,2014,산업
2020,할당,현대에너지솔루션(주),산업,26397 ,529 ,2020,산업
2019,할당,현대에너지솔루션(주),반도체.디스플레이.전기전자,39075 ,763 ,2019,산업
2018,할당,현대에너지솔루션(주),산업,37450 ,728 ,2018,산업
2020,목표,현대오씨아이 주식회사,석유화학,409691 ,4788 ,2020,산업
2020,할당,현대오일뱅크,산업,6934967 ,70956 ,2020,산업
2019,할당,현대오일뱅크,정유,6981253 ,76290 ,2019,산업
2018,할당,현대오일뱅크,정유,6179593 ,68016 ,2018,산업
2017,할당,현대오일뱅크,정유,5453482 ,63809 ,2017,산업
2016,,현대오일뱅크,정유,5234734 ,60404 ,2016,산업
2015,,현대오일뱅크,정유,4895793 ,118764 ,2015,산업
2014,,현대오일뱅크,정유,5064653 ,58937 ,2014,산업
2013,,현대오일뱅크,정유,4869999 ,58119 ,2013,산업
2012,,현대오일뱅크,정유,4673939 ,53455 ,2012,산업
2011,,현대오일뱅크,정유,4053146 ,46762 ,2011,산업
2020,목표,현대오토에버 주식회사,통신,23302 ,479 ,2020,산업
2019,목표,현대오토에버 주식회사,통신,23743 ,488 ,2019,산업
2018,목표,현대오토에버주식회사,통신,24197 ,498 ,2018,산업
2017,목표,현대오토에버주식회사,통신,23994 ,493 ,2017,산업
2016,,현대오토에버주식회사,통신,23870 ,491 ,2016,산업
2015,,현대오토에버주식회사,통신,22060 ,454 ,2015,산업
2014,,현대오토에버주식회사,통신,19505 ,401 ,2014,산업
2013,,현대위스코(주),기계,20278 ,415 ,2013,산업
2012,,현대위스코(주),기계,21018 ,429 ,2012,산업
2020,할당,현대위아 주식회사,산업,170173 ,3387 ,2020,산업
2019,할당,현대위아 주식회사,자동차,201138 ,3987 ,2019,산업
2018,할당,현대위아 주식회사,자동차,221458 ,4371 ,2018,산업
2017,할당,현대위아 주식회사,자동차,215057 ,4206 ,2017,산업
2016,,현대위아 주식회사,자동차,219471 ,4210 ,2016,산업
2015,,현대위아 주식회사,자동차,217482 ,4178 ,2015,산업
2014,,현대위아 주식회사,자동차,208964 ,4003 ,2014,산업
2013,,현대위아 주식회사,자동차,206357 ,3954 ,2013,산업
2012,,현대위아 주식회사,자동차,209071 ,3992 ,2012,산업
2020,할당,현대일렉트릭앤에너지시스템(주),산업,32880 ,667 ,2020,산업
2019,할당,현대일렉트릭앤에너지시스템(주),반도체.디스플레이.전기전자,34582 ,698 ,2019,산업
2018,할당,현대일렉트릭앤에너지시스템(주),산업,37543 ,757 ,2018,산업
2020,할당,현대자동차 주식회사,산업,1522508 ,30955 ,2020,산업
2019,할당,현대자동차 주식회사,자동차,1578232 ,32102 ,2019,산업
2018,할당,현대자동차 주식회사,자동차,1581350 ,31855 ,2018,산업
2017,할당,현대자동차 주식회사,자동차,1524576 ,30669 ,2017,산업
2016,,현대자동차 주식회사,자동차,1494293 ,30314 ,2016,산업
2015,,현대자동차 주식회사,자동차,1533406 ,31100 ,2015,산업
2014,,현대자동차 주식회사,자동차,1536117 ,30894 ,2014,산업
2013,,현대자동차 주식회사,자동차,1501756 ,30458 ,2013,산업
2012,,현대자동차 주식회사,자동차,1552481 ,31475 ,2012,산업
2011,,현대자동차 주식회사,자동차,1562658 ,30385 ,2011,산업
2018,할당,현대정보기술 주식회사,통신,45532 ,937 ,2018,산업
2017,할당,현대정보기술 주식회사,통신,39409 ,811 ,2017,산업
2016,,현대정보기술 주식회사,통신,29383 ,604 ,2016,산업
2015,,현대정보기술 주식회사,통신,23306 ,479 ,2015,산업
2014,,현대정보기술 주식회사,통신,28872 ,594 ,2014,산업
2013,,현대정보기술 주식회사,통신,41152 ,846 ,2013,산업
2012,,현대정보기술 주식회사,통신,46901 ,964 ,2012,산업
2011,,현대정보기술 주식회사,통신,46144 ,890 ,2011,산업
2020,할당,현대제철 주식회사,산업,28623105 ,122203 ,2020,산업
2019,할당,현대제철 주식회사,철강,30146622 ,132825 ,2019,산업
2018,할당,현대제철 주식회사,철강,22514286 ,133469 ,2018,산업
2017,할당,현대제철 주식회사,철강,21513310 ,120281 ,2017,산업
2016,,현대제철 주식회사,철강,19103169 ,310709 ,2016,산업
2015,,현대제철 주식회사,철강,19573202 ,314234 ,2015,산업
2014,,현대제철 주식회사,철강,18919475 ,306558 ,2014,산업
2013,,현대제철 주식회사,철강,16314871 ,254082 ,2013,산업
2012,,현대제철 주식회사,철강,15096238 ,252797 ,2012,산업
2011,,현대제철 주식회사,철강,15118504 ,247890 ,2011,산업
2020,목표,현대종합금속(주),기계,20555 ,408 ,2020,산업
2019,목표,현대종합금속(주),기계,22534 ,452 ,2019,산업
2018,목표,현대종합금속(주),기계,22670 ,457 ,2018,산업
2017,할당,현대종합금속(주),기계,20086 ,416 ,2017,산업
2016,,현대종합금속(주),기계,22489 ,460 ,2016,산업
2015,,현대종합금속(주),기계,23773 ,492 ,2015,산업
2014,,현대종합금속(주),기계,23833 ,513 ,2014,산업
2013,,현대종합금속(주),기계,24555 ,533 ,2013,산업
2012,,현대종합금속(주),기계,26638 ,571 ,2012,산업
2011,,현대종합금속(주),기계,28889 ,572 ,2011,산업
2020,할당,현대종합특수강 주식회사,산업,34620 ,664 ,2020,산업
2019,할당,현대종합특수강 주식회사,철강,43009 ,842 ,2019,산업
2018,할당,현대종합특수강 주식회사,철강,44309 ,875 ,2018,산업
2017,할당,현대종합특수강 주식회사,철강,43690 ,866 ,2017,산업
2016,,현대종합특수강 주식회사,철강,41182 ,837 ,2016,산업
2015,,현대종합특수강 주식회사,철강,38020 ,796 ,2015,산업
2014,,현대종합특수강 주식회사,철강,36996 ,759 ,2014,산업
2013,,현대종합특수강 주식회사,철강,37783 ,732 ,2013,산업
2012,,현대종합특수강 주식회사,철강,32221 ,625 ,2012,산업
2011,,현대중공업,조선,1017601 ,17530 ,2011,산업
2018,할당,현대중공업 주식회사,조선,494087 ,8617 ,2018,산업
2017,할당,현대중공업 주식회사,조선,682848 ,12301 ,2017,산업
2016,,현대중공업 주식회사,조선,897215 ,16166 ,2016,산업
2015,,현대중공업 주식회사,조선,959261 ,17302 ,2015,산업
2014,,현대중공업 주식회사,조선,1076444 ,18966 ,2014,산업
2013,,현대중공업 주식회사,조선,946099 ,17056 ,2013,산업
2012,,현대중공업 주식회사,조선,973964 ,17533 ,2012,산업
2020,할당,현대중공업주식회사,산업,523352 ,8986 ,2020,산업
2019,할당,현대중공업주식회사,조선,509780 ,8795 ,2019,산업
2020,할당,현대케미칼주식회사,산업,970080 ,17060 ,2020,산업
2019,목표,현대케미칼주식회사,정유,943344 ,17024 ,2019,산업
2018,목표,현대케미칼주식회사,정유,1161676 ,20757 ,2018,산업
2017,목표,현대케미칼주식회사,정유,1114143 ,19254 ,2017,산업
2020,할당,현대트랜시스 주식회사,산업,176752 ,3609 ,2020,산업
2019,할당,현대트랜시스 주식회사,자동차,187504 ,3826 ,2019,산업
2018,할당,현대트랜시스 주식회사,자동차,185757 ,3783 ,2018,산업
2017,할당,현대파워텍주식회사,자동차,139443 ,2837 ,2017,산업
2016,,현대파워텍주식회사,자동차,145681 ,2962 ,2016,산업
2015,,현대파워텍주식회사,자동차,147328 ,2998 ,2015,산업
2014,,현대파워텍주식회사,자동차,141517 ,2881 ,2014,산업
2013,,현대파워텍주식회사,자동차,134207 ,2731 ,2013,산업
2012,,현대파워텍주식회사,자동차,130180 ,2651 ,2012,산업
2011,,현대파워텍주식회사,자동차,124404 ,2399 ,2011,산업
2013,,현대하이스코,철강,71340 ,1482 ,2013,산업
2012,,현대하이스코,철강,68534 ,1422 ,2012,산업
2011,,현대하이스코,철강,62162 ,1222 ,2011,산업
2020,목표,현우산업,반도체.디스플레이.전기전자,19181 ,394 ,2020,산업
2019,목표,현우산업,반도체.디스플레이.전기전자,18291 ,376 ,2019,산업
2018,목표,현우산업,반도체.디스플레이.전기전자,22466 ,462 ,2018,산업
2017,목표,현우산업,반도체.디스플레이.전기전자,22213 ,456 ,2017,산업
2016,,현우산업,반도체.디스플레이.전기전자,21488 ,441 ,2016,산업
2015,,현우산업,반도체.디스플레이.전기전자,21356 ,439 ,2015,산업
2014,,현우산업,반도체.디스플레이.전기전자,21589 ,444 ,2014,산업
2020,할당,현진소재(주),산업,5685 ,111 ,2020,산업
2019,할당,현진소재(주),기계,36306 ,713 ,2019,산업
2018,할당,현진소재(주),기계,44806 ,880 ,2018,산업
2017,할당,현진소재(주),기계,43077 ,852 ,2017,산업
2016,,현진소재(주),기계,50850 ,1007 ,2016,산업
2015,,현진소재(주),기계,59226 ,1174 ,2015,산업
2014,,현진소재(주),기계,69288 ,1370 ,2014,산업
2013,,현진소재(주),기계,57709 ,1140 ,2013,산업
2012,,현진소재(주),기계,62278 ,1231 ,2012,산업
2011,,현진소재주식회사,기계,103742 ,2022 ,2011,산업
2020,목표,호스트웨이아이디씨(주),통신,15555 ,320 ,2020,산업
2019,목표,호스트웨이아이디씨(주),통신,15542 ,320 ,2019,산업
2018,목표,호스트웨이아이디씨(주),통신,17523 ,361 ,2018,산업
2017,목표,호스트웨이아이디씨(주),통신,16981 ,349 ,2017,산업
2016,,호스트웨이아이디씨(주),통신,16704 ,344 ,2016,산업
2015,,호스트웨이아이디씨(주),통신,17224 ,354 ,2015,산업
2014,,호스트웨이아이디씨(주),통신,17276 ,355 ,2014,산업
2013,,호스트웨이아이디씨(주),통신,15795 ,324 ,2013,산업
2012,,호스트웨이아이디씨(주),통신,21286 ,438 ,2012,산업
2020,할당,홈플러스 주식회사,건물,424855 ,8536 ,2020,건물
2019,할당,홈플러스 주식회사,건물,446813 ,8981 ,2019,건물
2018,할당,홈플러스 주식회사,건물,376171 ,7533 ,2018,건물
2017,할당,홈플러스 주식회사,건물,379375 ,7602 ,2017,건물
2016,,홈플러스 주식회사,건물,383391 ,7671 ,2016,건물
2015,,홈플러스 주식회사,건물,373522 ,7464 ,2015,건물
2014,,홈플러스 주식회사,건물,378712 ,7563 ,2014,건물
2013,,홈플러스 주식회사,건물,398109 ,7951 ,2013,건물
2012,,홈플러스 주식회사,건물,410247 ,8165 ,2012,건물
2011,,홈플러스 주식회사,건물,405157 ,7664 ,2011,건물
2018,할당,홈플러스스토어즈 주식회사,건물,91720 ,1880 ,2018,건물
2017,할당,홈플러스스토어즈 주식회사,건물,92755 ,1906 ,2017,건물
2016,,홈플러스스토어즈 주식회사,건물,94007 ,1941 ,2016,건물
2015,,홈플러스스토어즈 주식회사,건물,94161 ,1920 ,2015,건물
2014,,홈플러스스토어즈 주식회사,건물,97578 ,1993 ,2014,건물
2013,,홈플러스스토어즈 주식회사,건물,109164 ,2236 ,2013,건물
2012,,홈플러스스토어즈 주식회사,건물,118411 ,2420 ,2012,건물
2011,,홈플러스스토어즈 주식회사,건물,129655 ,2509 ,2011,건물
2020,할당,홍덕산업(주),산업,83762 ,1783 ,2020,산업
2019,할당,홍덕산업(주),철강,85666 ,1863 ,2019,산업
2018,할당,홍덕산업(주),철강,95492 ,2105 ,2018,산업
2017,할당,홍덕산업(주),철강,101278 ,2225 ,2017,산업
2016,,홍덕산업(주),철강,105459 ,2233 ,2016,산업
2015,,홍덕산업(주),철강,112598 ,2343 ,2015,산업
2014,,홍덕산업(주),철강,123548 ,2513 ,2014,산업
2013,,홍덕산업(주),철강,126089 ,2562 ,2013,산업
2012,,홍덕산업(주),철강,107134 ,2178 ,2012,산업
2011,,홍덕산업(주),철강,123049 ,2376 ,2011,산업
2020,할당,홍원제지(주),산업,111843 ,1655 ,2020,산업
2019,할당,홍원제지(주),제지,112627 ,1664 ,2019,산업
2018,할당,홍원제지(주),제지,119125 ,1742 ,2018,산업
2017,할당,홍원제지(주),제지,121405 ,1788 ,2017,산업
2016,,홍원제지(주),제지,118408 ,1765 ,2016,산업
2015,,홍원제지(주),제지,119399 ,1722 ,2015,산업
2014,,홍원제지(주),제지,145261 ,2112 ,2014,산업
2013,,홍원제지(주),제지,170971 ,2657 ,2013,산업
2012,,홍원제지(주),제지,187543 ,2900 ,2012,산업
2011,,홍원제지(주),제지,193167 ,2931 ,2011,산업
2020,할당,화성시,폐기물,133346 ,1122 ,2020,폐기물
2019,할당,화성시,폐기물,122752 ,949 ,2019,폐기물
2018,할당,화성시,폐기물,122450 ,843 ,2018,폐기물
2017,할당,화성시,폐기물,97067 ,751 ,2017,폐기물
2016,,화성시,폐기물,72127 ,507 ,2016,폐기물
2015,,화성시,폐기물,68250 ,460 ,2015,폐기물
2014,,화성시,폐기물,75536 ,530 ,2014,폐기물
2020,목표,화영운수(주),교통(여객),21462 ,306 ,2020,수송
2019,목표,화영운수(주),교통(여객),24074 ,343 ,2019,수송
2018,목표,화영운수(주),교통(여객),23132 ,329 ,2018,수송
2017,목표,화영운수(주),교통(여객),24368 ,347 ,2017,수송
2020,할당,화인베스틸,산업,19640 ,358 ,2020,산업
2019,할당,화인베스틸,철강,23765 ,433 ,2019,산업
2018,할당,화인베스틸,철강,26153 ,475 ,2018,산업
2017,할당,화인베스틸,철강,20534 ,374 ,2017,산업
2016,,화인베스틸,철강,29736 ,567 ,2016,산업
2015,,화인베스틸,철강,33571 ,668 ,2015,산업
2014,,화인베스틸,철강,41783 ,831 ,2014,산업
2013,,화인베스틸,철강,36007 ,716 ,2013,산업
2016,,환경관리(주),폐기물,50446 ,507 ,2016,폐기물
2015,,환경관리(주),폐기물,49703 ,495 ,2015,폐기물
2014,,환경관리(주),폐기물,54187 ,493 ,2014,폐기물
2018,목표,환경시설관리 주식회사,하수처리업,56048 ,518 ,2018,폐기물
2017,목표,환경시설관리 주식회사,하수처리업,48598 ,509 ,2017,폐기물
2020,할당,환영철강공업,산업,269075 ,4949 ,2020,산업
2019,할당,환영철강공업,철강,290427 ,5294 ,2019,산업
2018,할당,환영철강공업,철강,362239 ,6499 ,2018,산업
2017,할당,환영철강공업,철강,344912 ,6174 ,2017,산업
2016,,환영철강공업,철강,329035 ,5926 ,2016,산업
2015,,환영철강공업,철강,318710 ,5677 ,2015,산업
2014,,환영철강공업,철강,292600 ,5239 ,2014,산업
2013,,환영철강공업,철강,333638 ,5845 ,2013,산업
2012,,환영철강공업,철강,350656 ,5938 ,2012,산업
2011,,환영철강공업,철강,351996 ,5516 ,2011,산업
2020,할당,효성중공업 주식회사,산업,57458 ,1195 ,2020,산업
2019,할당,효성중공업 주식회사,반도체.디스플레이.전기전자,51603 ,1086 ,2019,산업
2020,할당,효성첨단소재 주식회사,산업,191050 ,3883 ,2020,산업
2019,할당,효성첨단소재 주식회사,섬유,209591 ,4317 ,2019,산업
2020,할당,효성티앤씨 주식회사,산업,323533 ,7495 ,2020,산업
2019,할당,효성티앤씨 주식회사,섬유,380805 ,8675 ,2019,산업
2020,할당,효성화학 주식회사,산업,881811 ,18213 ,2020,산업
2019,할당,효성화학 주식회사,석유화학,849274 ,17512 ,2019,산업
2020,목표,휘닉스중앙평창(주),건물,19993 ,391 ,2020,건물
2019,목표,휘닉스중앙평창(주),건물,23041 ,453 ,2019,건물
2018,목표,휘닉스중앙평창(주),건물,21994 ,432 ,2018,건물
2017,할당,휘닉스중앙평창(주),건물,22500 ,441 ,2017,건물
2020,할당,휴비스,산업,465138 ,6985 ,2020,산업
2019,할당,휴비스,섬유,469064 ,7074 ,2019,산업
2018,할당,휴비스,섬유,549759 ,8308 ,2018,산업
2017,할당,휴비스,섬유,560144 ,8403 ,2017,산업
2016,,휴비스,섬유,551550 ,8412 ,2016,산업
2015,,휴비스,섬유,535131 ,8732 ,2015,산업
2014,,휴비스,섬유,606117 ,9153 ,2014,산업
2013,,휴비스,섬유,625060 ,9419 ,2013,산업
2012,,휴비스,섬유,624639 ,9455 ,2012,산업
2011,,휴비스,섬유,603801 ,8704 ,2011,산업
2020,할당,휴켐스 주식회사,산업,132580 ,1194 ,2020,산업
2019,할당,휴켐스 주식회사,석유화학,134916 ,1204 ,2019,산업
2018,할당,휴켐스 주식회사,석유화학,135265 ,1211 ,2018,산업
2017,할당,휴켐스 주식회사,석유화학,126663 ,1090 ,2017,산업
2016,,휴켐스 주식회사,석유화학,112012 ,1015 ,2016,산업
2015,,휴켐스 주식회사,석유화학,100967 ,854 ,2015,산업
2014,,휴켐스 주식회사,석유화학,98266 ,782 ,2014,산업
2013,,휴켐스 주식회사,석유화학,104899 ,859 ,2013,산업
2012,,휴켐스 주식회사,석유화학,300565 ,1176 ,2012,산업
2011,,휴켐스 주식회사,석유화학,79615 ,1034 ,2011,산업
2013,,희성전자(주) 대구2공장,반도체.디스플레이.전기전자,7567 ,154 ,2013,산업
